,id,region,start,end,strand
41007,41007,ENST00000645724,926,1126,+
3138,3138,ENST00000588577,38,238,+
41239,41239,ENST00000371531,331,531,+
41852,41852,ENST00000553190,1746,1946,+
38451,38451,ENST00000221399,967,1167,+
28496,28496,ENST00000506680,43,243,+
22110,22110,ENST00000241704,2453,2653,+
20286,20286,ENST00000625312,81,281,+
1772,1772,ENST00000644680,10,210,+
29772,29772,ENST00000548814,33,233,+
33674,33674,ENST00000574255,195,395,+
14590,14590,ENST00000563422,798,998,+
23420,23420,ENST00000579016,1302,1502,+
35265,35265,ENST00000602720,108,308,+
36522,36522,ENST00000320740,403,603,+
1287,1287,ENST00000610545,11,211,+
3948,3948,ENST00000359878,883,1083,+
29852,29852,ENST00000389195,249,449,+
2621,2621,ENST00000309383,1472,1672,+
13291,13291,ENST00000231130,1981,2181,+
24627,24627,ENST00000409030,639,839,+
24536,24536,ENST00000543131,3,203,+
14814,14814,ENST00000395826,279,479,+
42749,42749,ENST00000508530,408,608,+
28428,28428,ENST00000542031,1759,1959,+
22984,22984,ENST00000308378,505,705,+
23682,23682,ENST00000510056,50,250,+
41629,41629,ENST00000367217,925,1125,+
36583,36583,ENST00000586293,56,256,+
29914,29914,ENST00000452112,56,256,+
12017,12017,ENST00000475668,5967,6167,+
38303,38303,ENST00000612958,24,224,+
48258,48258,ENST00000582621,399,599,+
17544,17544,ENST00000303343,69,269,+
2238,2238,ENST00000536561,84,284,+
34181,34181,ENST00000547992,152,352,+
49592,49592,ENST00000507370,14,214,+
28609,28609,ENST00000273432,3928,4128,+
1205,1205,ENST00000377491,152,352,+
4664,4664,ENST00000358524,65,265,+
48841,48841,ENST00000301382,330,530,+
39073,39073,ENST00000561840,95,295,+
24497,24497,ENST00000487437,14,214,+
40496,40496,ENST00000335390,223,423,+
46264,46264,ENST00000618548,1154,1354,+
31396,31396,ENST00000402550,122,322,+
27147,27147,ENST00000450657,611,811,+
45233,45233,ENST00000246553,273,473,+
25914,25914,ENST00000382893,15,215,+
47141,47141,ENST00000543067,729,929,+
37006,37006,ENST00000414773,210,410,+
33731,33731,ENST00000219054,1368,1568,+
29422,29422,ENST00000301587,159,359,+
34066,34066,ENST00000610727,1358,1558,+
42807,42807,ENST00000642244,748,948,+
45889,45889,ENST00000628067,706,906,+
17246,17246,ENST00000497148,33,233,+
25131,25131,ENST00000379153,230,430,+
24101,24101,ENST00000636672,504,704,+
15737,15737,ENST00000374968,116,316,+
37359,37359,ENST00000306480,495,695,+
40501,40501,ENST00000393422,844,1044,+
40679,40679,ENST00000377725,1433,1633,+
12964,12964,ENST00000313519,123,323,+
20854,20854,ENST00000615164,64,264,+
9999,9999,ENST00000355805,334,534,+
31581,31581,ENST00000382692,5,205,+
36277,36277,ENST00000372034,141,341,+
3825,3825,ENST00000370562,0,200,+
4958,4958,ENST00000396625,1866,2066,+
29993,29993,ENST00000564907,65,265,+
2777,2777,ENST00000367187,3863,4063,+
24719,24719,ENST00000554510,1428,1628,+
39401,39401,ENST00000557451,2024,2224,+
48814,48814,ENST00000335552,204,404,+
9144,9144,ENST00000610648,737,937,+
46221,46221,ENST00000371130,7186,7386,+
36070,36070,ENST00000414303,811,1011,+
14582,14582,ENST00000371481,753,953,+
8896,8896,ENST00000405983,257,457,+
46253,46253,ENST00000278193,201,401,+
10011,10011,ENST00000618205,121,321,+
43707,43707,ENST00000591841,397,597,+
7683,7683,ENST00000334011,168,368,+
21500,21500,ENST00000540090,57,257,+
33131,33131,ENST00000539780,363,563,+
15070,15070,ENST00000409750,3082,3282,+
41101,41101,ENST00000282146,853,1053,+
45602,45602,ENST00000370785,13,213,+
41105,41105,ENST00000638583,108,308,+
30854,30854,ENST00000450241,632,832,+
3054,3054,ENST00000420826,22,222,+
11686,11686,ENST00000523234,21,221,+
6917,6917,ENST00000643522,372,572,+
40712,40712,ENST00000374206,41,241,+
885,885,ENST00000436682,58,258,+
22713,22713,ENST00000302278,535,735,+
6288,6288,ENST00000625810,2,202,+
18599,18599,ENST00000377990,1248,1448,+
6409,6409,ENST00000630255,674,874,+
14007,14007,ENST00000344721,2740,2940,+
35562,35562,ENST00000314235,550,750,+
5274,5274,ENST00000649764,483,683,+
14529,14529,ENST00000530507,332,532,+
24403,24403,ENST00000498619,631,831,+
35721,35721,ENST00000318238,3959,4159,+
32517,32517,ENST00000374648,138,338,+
29020,29020,ENST00000494448,352,552,+
35377,35377,ENST00000317060,295,495,+
35008,35008,ENST00000238497,345,545,+
48292,48292,ENST00000302797,658,858,+
5758,5758,ENST00000508595,34,234,+
12847,12847,ENST00000348946,207,407,+
19948,19948,ENST00000356396,772,972,+
24147,24147,ENST00000642404,190,390,+
12965,12965,ENST00000421807,913,1113,+
45048,45048,ENST00000642322,424,624,+
749,749,ENST00000331826,274,474,+
21965,21965,ENST00000361756,508,708,+
2355,2355,ENST00000392006,528,728,+
3437,3437,ENST00000556506,162,362,+
12344,12344,ENST00000498907,800,1000,+
23631,23631,ENST00000440995,3133,3333,+
20407,20407,ENST00000336825,1830,2030,+
39647,39647,ENST00000261600,147,347,+
12059,12059,ENST00000371852,250,450,+
49032,49032,ENST00000641156,134,334,+
8912,8912,ENST00000627659,803,1003,+
17991,17991,ENST00000400093,74,274,+
47354,47354,ENST00000606498,71,271,+
3976,3976,ENST00000269318,744,944,+
12620,12620,ENST00000409119,344,544,+
42285,42285,ENST00000309889,251,451,+
12517,12517,ENST00000546229,6,206,+
6210,6210,ENST00000215909,155,355,+
13616,13616,ENST00000535189,823,1023,+
32809,32809,ENST00000610313,476,676,+
16881,16881,ENST00000600603,812,1012,+
23459,23459,ENST00000537064,635,835,+
9347,9347,ENST00000518359,294,494,+
43009,43009,ENST00000359890,1066,1266,+
10667,10667,ENST00000454791,0,200,+
24634,24634,ENST00000320913,8,208,+
39517,39517,ENST00000438164,636,836,+
6027,6027,ENST00000328862,615,815,+
3699,3699,ENST00000578390,112,312,+
35566,35566,ENST00000485908,258,458,+
8652,8652,ENST00000435364,916,1116,+
19997,19997,ENST00000482227,274,474,+
1329,1329,ENST00000319167,559,759,+
34860,34860,ENST00000302334,154,354,+
14034,14034,ENST00000408978,480,680,+
45059,45059,ENST00000378186,258,458,+
18543,18543,ENST00000574788,2168,2368,+
21553,21553,ENST00000465864,2113,2313,+
42002,42002,ENST00000292879,391,591,+
39292,39292,ENST00000556376,3,203,+
5125,5125,ENST00000372514,927,1127,+
1571,1571,ENST00000316292,618,818,+
35662,35662,ENST00000491959,215,415,+
39184,39184,ENST00000485839,217,417,+
15698,15698,ENST00000612929,216,416,+
29143,29143,ENST00000344297,103,303,+
27655,27655,ENST00000377707,720,920,+
19549,19549,ENST00000507719,120,320,+
41638,41638,ENST00000332947,731,931,+
39048,39048,ENST00000615697,33,233,+
29503,29503,ENST00000407272,460,660,+
28544,28544,ENST00000321599,299,499,+
40982,40982,ENST00000621723,179,379,+
24038,24038,ENST00000545837,65,265,+
18458,18458,ENST00000381861,1191,1391,+
28325,28325,ENST00000425570,25,225,+
39955,39955,ENST00000375299,157,357,+
37639,37639,ENST00000396709,165,365,+
49558,49558,ENST00000405844,305,505,+
24718,24718,ENST00000656985,2258,2458,+
35188,35188,ENST00000302995,469,669,+
48494,48494,ENST00000536718,56,256,+
34143,34143,ENST00000522387,387,587,+
41882,41882,ENST00000476077,22,222,+
30384,30384,ENST00000485977,93,293,+
34015,34015,ENST00000592711,123,323,+
20809,20809,ENST00000406902,701,901,+
46693,46693,ENST00000277082,420,620,+
11850,11850,ENST00000487848,981,1181,+
8449,8449,ENST00000462637,1019,1219,+
14624,14624,ENST00000550411,320,520,+
34819,34819,ENST00000329410,137,337,+
15542,15542,ENST00000354760,255,455,+
2202,2202,ENST00000638387,233,433,+
3477,3477,ENST00000560219,29,229,+
37186,37186,ENST00000641536,1,201,+
24671,24671,ENST00000263851,332,532,+
8265,8265,ENST00000392432,1189,1389,+
27546,27546,ENST00000393569,535,735,+
15628,15628,ENST00000326737,282,482,+
25843,25843,ENST00000429400,1407,1607,+
36862,36862,ENST00000311549,22,222,+
12049,12049,ENST00000546158,326,526,+
201,201,ENST00000504360,949,1149,+
21044,21044,ENST00000328221,96,296,+
40323,40323,ENST00000378959,67,267,+
695,695,ENST00000376808,251,451,+
13776,13776,ENST00000493838,206,406,+
43792,43792,ENST00000372022,245,445,+
1428,1428,ENST00000326134,3149,3349,+
16868,16868,ENST00000453764,29,229,+
47072,47072,ENST00000644459,1191,1391,+
8551,8551,ENST00000400299,50,250,+
3733,3733,ENST00000347776,145,345,+
41298,41298,ENST00000251810,432,632,+
32166,32166,ENST00000539932,40,240,+
28250,28250,ENST00000328828,532,732,+
41290,41290,ENST00000352435,241,441,+
14213,14213,ENST00000285670,438,638,+
13002,13002,ENST00000648977,139,339,+
36156,36156,ENST00000548537,54,254,+
29839,29839,ENST00000336714,1157,1357,+
31344,31344,ENST00000532254,1024,1224,+
10719,10719,ENST00000400913,2669,2869,+
17691,17691,ENST00000370597,799,999,+
15264,15264,ENST00000572173,12,212,+
35355,35355,ENST00000543736,180,380,+
36810,36810,ENST00000298694,3069,3269,+
6019,6019,ENST00000455020,225,425,+
9891,9891,ENST00000371681,207,407,+
44590,44590,ENST00000360128,612,812,+
18417,18417,ENST00000639474,469,669,+
39623,39623,ENST00000393962,727,927,+
2450,2450,ENST00000579794,88,288,+
37757,37757,ENST00000266671,488,688,+
1504,1504,ENST00000402718,469,669,+
3768,3768,ENST00000641682,318,518,+
39533,39533,ENST00000236273,372,572,+
28788,28788,ENST00000372841,563,763,+
6990,6990,ENST00000611625,1728,1928,+
43476,43476,ENST00000470366,116,316,+
41226,41226,ENST00000225504,106,306,+
21218,21218,ENST00000526070,281,481,+
11804,11804,ENST00000396782,412,612,+
22119,22119,ENST00000401924,1299,1499,+
32340,32340,ENST00000648057,1503,1703,+
36886,36886,ENST00000421223,516,716,+
32717,32717,ENST00000321792,540,740,+
32992,32992,ENST00000415177,725,925,+
18757,18757,ENST00000481140,13,213,+
11758,11758,ENST00000343979,534,734,+
4129,4129,ENST00000573577,48,248,+
17872,17872,ENST00000543764,188,388,+
11021,11021,ENST00000299335,206,406,+
43774,43774,ENST00000535889,3178,3378,+
3527,3527,ENST00000606865,2,202,+
36568,36568,ENST00000648078,453,653,+
766,766,ENST00000377694,169,369,+
31735,31735,ENST00000540894,1642,1842,+
17187,17187,ENST00000520540,64,264,+
49848,49848,ENST00000536711,62,262,+
37472,37472,ENST00000618172,1607,1807,+
31136,31136,ENST00000639659,364,564,+
24910,24910,ENST00000280377,1880,2080,+
15213,15213,ENST00000357396,128,328,+
37802,37802,ENST00000415500,155,355,+
38246,38246,ENST00000416151,218,418,+
6294,6294,ENST00000225603,256,456,+
10870,10870,ENST00000327158,358,558,+
44556,44556,ENST00000331454,51,251,+
48853,48853,ENST00000648582,158,358,+
23589,23589,ENST00000356892,434,634,+
325,325,ENST00000604011,127,327,+
29879,29879,ENST00000521032,112,312,+
14687,14687,ENST00000643390,248,448,+
23191,23191,ENST00000482567,81,281,+
7595,7595,ENST00000632535,1,201,+
3689,3689,ENST00000357765,35,235,+
33292,33292,ENST00000538562,7,207,+
33554,33554,ENST00000391724,446,646,+
17445,17445,ENST00000541509,860,1060,+
36189,36189,ENST00000650471,122,322,+
28864,28864,ENST00000532959,296,496,+
34619,34619,ENST00000589262,387,587,+
33823,33823,ENST00000605915,7,207,+
37990,37990,ENST00000515391,23,223,+
11186,11186,ENST00000395726,143,343,+
41,41,ENST00000377258,29,229,+
5831,5831,ENST00000346832,954,1154,+
22214,22214,ENST00000302987,2258,2458,+
24678,24678,ENST00000348259,38,238,+
10158,10158,ENST00000264426,736,936,+
44124,44124,ENST00000635464,841,1041,+
5108,5108,ENST00000504937,495,695,+
19597,19597,ENST00000398229,1041,1241,+
41260,41260,ENST00000552440,268,468,+
43584,43584,ENST00000414000,916,1116,+
6595,6595,ENST00000343524,174,374,+
42968,42968,ENST00000503492,352,552,+
26274,26274,ENST00000394570,1354,1554,+
8229,8229,ENST00000538137,1746,1946,+
20249,20249,ENST00000642270,141,341,+
34676,34676,ENST00000555932,10,210,+
27830,27830,ENST00000476320,32,232,+
19307,19307,ENST00000300227,941,1141,+
11612,11612,ENST00000370404,29,229,+
45313,45313,ENST00000412476,83,283,+
41930,41930,ENST00000434640,248,448,+
29144,29144,ENST00000361069,3087,3287,+
19343,19343,ENST00000446749,98,298,+
45853,45853,ENST00000504930,373,573,+
23688,23688,ENST00000651736,355,555,+
25317,25317,ENST00000452188,47,247,+
46670,46670,ENST00000370313,143,343,+
27581,27581,ENST00000306072,237,437,+
44377,44377,ENST00000371419,200,400,+
21320,21320,ENST00000274065,411,611,+
40568,40568,ENST00000641677,1010,1210,+
9760,9760,ENST00000554964,165,365,+
30318,30318,ENST00000377561,1324,1524,+
26576,26576,ENST00000222673,810,1010,+
11233,11233,ENST00000397844,732,932,+
23230,23230,ENST00000391860,1200,1400,+
49973,49973,ENST00000506985,24,224,+
18929,18929,ENST00000358246,124,324,+
19112,19112,ENST00000397124,472,672,+
42835,42835,ENST00000557710,251,451,+
14328,14328,ENST00000397523,39,239,+
16485,16485,ENST00000628935,570,770,+
37600,37600,ENST00000367005,742,942,+
11995,11995,ENST00000506430,36,236,+
47537,47537,ENST00000301263,20,220,+
22768,22768,ENST00000317304,783,983,+
16913,16913,ENST00000473869,159,359,+
36459,36459,ENST00000636135,1297,1497,+
8414,8414,ENST00000263932,1004,1204,+
10019,10019,ENST00000394872,556,756,+
49170,49170,ENST00000507646,176,376,+
19209,19209,ENST00000396257,889,1089,+
14371,14371,ENST00000358523,628,828,+
40871,40871,ENST00000378037,1808,2008,+
37456,37456,ENST00000400903,372,572,+
11675,11675,ENST00000435918,316,516,+
22296,22296,ENST00000375218,104,304,+
49428,49428,ENST00000282891,689,889,+
18327,18327,ENST00000552360,18,218,+
10573,10573,ENST00000378185,97,297,+
2720,2720,ENST00000372036,5,205,+
31045,31045,ENST00000302206,81,281,+
10162,10162,ENST00000462146,12,212,+
5955,5955,ENST00000473731,812,1012,+
12912,12912,ENST00000274897,461,661,+
18563,18563,ENST00000619527,823,1023,+
11728,11728,ENST00000249071,59,259,+
35958,35958,ENST00000295033,411,611,+
31731,31731,ENST00000625755,554,754,+
16189,16189,ENST00000395671,181,381,+
43995,43995,ENST00000315184,629,829,+
31780,31780,ENST00000360708,282,482,+
43398,43398,ENST00000570507,23,223,+
43530,43530,ENST00000292067,214,414,+
19612,19612,ENST00000260282,83,283,+
27855,27855,ENST00000370671,49,249,+
33588,33588,ENST00000521522,386,586,+
32639,32639,ENST00000636172,15,215,+
24623,24623,ENST00000483910,344,544,+
44625,44625,ENST00000425389,1237,1437,+
31052,31052,ENST00000647224,416,616,+
36831,36831,ENST00000423420,97,297,+
37514,37514,ENST00000275159,3266,3466,+
31682,31682,ENST00000564910,55,255,+
6084,6084,ENST00000369645,802,1002,+
15763,15763,ENST00000646003,1406,1606,+
35965,35965,ENST00000568940,575,775,+
11716,11716,ENST00000395864,76,276,+
39629,39629,ENST00000446041,362,562,+
6952,6952,ENST00000662670,26,226,+
47322,47322,ENST00000316418,276,476,+
17251,17251,ENST00000374050,29,229,+
18831,18831,ENST00000585746,32,232,+
43658,43658,ENST00000239440,3726,3926,+
34893,34893,ENST00000381608,428,628,+
9690,9690,ENST00000395523,685,885,+
29358,29358,ENST00000256876,338,538,+
27246,27246,ENST00000640803,63,263,+
37917,37917,ENST00000526343,577,777,+
20804,20804,ENST00000353341,139,339,+
19117,19117,ENST00000649786,1177,1377,+
44533,44533,ENST00000375814,82,282,+
2844,2844,ENST00000611958,613,813,+
47566,47566,ENST00000268082,255,455,+
13043,13043,ENST00000370487,391,591,+
36139,36139,ENST00000597599,412,612,+
36475,36475,ENST00000650112,225,425,+
48973,48973,ENST00000368732,32,232,+
44545,44545,ENST00000437679,32,232,+
35949,35949,ENST00000407936,23,223,+
49667,49667,ENST00000343257,989,1189,+
34454,34454,ENST00000263062,1345,1545,+
11540,11540,ENST00000295079,517,717,+
11520,11520,ENST00000340147,91,291,+
48185,48185,ENST00000591793,1357,1557,+
24392,24392,ENST00000648488,30,230,+
42031,42031,ENST00000558012,457,657,+
19903,19903,ENST00000395308,2676,2876,+
829,829,ENST00000216445,590,790,+
28564,28564,ENST00000395703,24,224,+
7808,7808,ENST00000400960,3138,3338,+
20925,20925,ENST00000391971,717,917,+
18364,18364,ENST00000418929,82,282,+
21037,21037,ENST00000257776,110,310,+
185,185,ENST00000337994,159,359,+
21280,21280,ENST00000360214,913,1113,+
49905,49905,ENST00000433197,2662,2862,+
5546,5546,ENST00000544138,6,206,+
19562,19562,ENST00000651561,257,457,+
26076,26076,ENST00000544944,726,926,+
23390,23390,ENST00000274150,527,727,+
24737,24737,ENST00000615660,378,578,+
21561,21561,ENST00000617926,887,1087,+
22676,22676,ENST00000546333,18,218,+
24008,24008,ENST00000451904,578,778,+
28598,28598,ENST00000331433,474,674,+
22755,22755,ENST00000649945,64,264,+
4574,4574,ENST00000257068,497,697,+
43316,43316,ENST00000392221,470,670,+
14491,14491,ENST00000295448,189,389,+
48933,48933,ENST00000295201,881,1081,+
14533,14533,ENST00000505606,1398,1598,+
39712,39712,ENST00000374553,661,861,+
3960,3960,ENST00000616054,34,234,+
33049,33049,ENST00000216297,757,957,+
29621,29621,ENST00000522362,239,439,+
31019,31019,ENST00000592288,161,361,+
35717,35717,ENST00000618975,64,264,+
35372,35372,ENST00000264449,72,272,+
20962,20962,ENST00000381846,747,947,+
24083,24083,ENST00000416611,268,468,+
20905,20905,ENST00000339847,380,580,+
11621,11621,ENST00000381246,549,749,+
37725,37725,ENST00000612753,894,1094,+
49926,49926,ENST00000619133,41,241,+
13141,13141,ENST00000469477,133,333,+
28429,28429,ENST00000374136,762,962,+
12189,12189,ENST00000264904,342,542,+
10392,10392,ENST00000452975,137,337,+
37142,37142,ENST00000515853,34,234,+
12056,12056,ENST00000370971,160,360,+
26686,26686,ENST00000039989,2442,2642,+
44114,44114,ENST00000461804,261,461,+
393,393,ENST00000612955,2810,3010,+
22148,22148,ENST00000377873,780,980,+
42095,42095,ENST00000403268,79,279,+
47293,47293,ENST00000449493,960,1160,+
49879,49879,ENST00000394522,24,224,+
38554,38554,ENST00000535600,19,219,+
27182,27182,ENST00000369089,1049,1249,+
867,867,ENST00000360264,3643,3843,+
24834,24834,ENST00000369762,62,262,+
11144,11144,ENST00000644820,1291,1491,+
433,433,ENST00000470870,9,209,+
44119,44119,ENST00000388857,139,339,+
47667,47667,ENST00000651786,183,383,+
27866,27866,ENST00000440161,951,1151,+
16737,16737,ENST00000419464,474,674,+
14689,14689,ENST00000561965,19,219,+
8365,8365,ENST00000339788,391,591,+
40956,40956,ENST00000356444,68,268,+
604,604,ENST00000646620,288,488,+
14048,14048,ENST00000506312,2,202,+
43721,43721,ENST00000657480,179,379,+
2774,2774,ENST00000616683,111,311,+
37949,37949,ENST00000525900,701,901,+
5029,5029,ENST00000371750,1407,1607,+
37020,37020,ENST00000543794,48,248,+
42868,42868,ENST00000412633,607,807,+
31397,31397,ENST00000650339,148,348,+
25706,25706,ENST00000645194,324,524,+
9680,9680,ENST00000223641,58,258,+
21337,21337,ENST00000506101,227,427,+
47929,47929,ENST00000328656,286,486,+
3571,3571,ENST00000301776,237,437,+
8452,8452,ENST00000315519,303,503,+
24638,24638,ENST00000342640,585,785,+
23054,23054,ENST00000527524,958,1158,+
19918,19918,ENST00000382490,266,466,+
18208,18208,ENST00000469515,84,284,+
47899,47899,ENST00000371361,1824,2024,+
9989,9989,ENST00000544702,287,487,+
36233,36233,ENST00000409653,515,715,+
40085,40085,ENST00000636092,46,246,+
43599,43599,ENST00000338820,264,464,+
32303,32303,ENST00000259038,237,437,+
18500,18500,ENST00000265627,194,394,+
17423,17423,ENST00000450894,117,317,+
28526,28526,ENST00000586622,809,1009,+
46588,46588,ENST00000596053,8,208,+
30163,30163,ENST00000334715,620,820,+
38434,38434,ENST00000517481,25,225,+
6185,6185,ENST00000382238,287,487,+
29154,29154,ENST00000494066,61,261,+
18041,18041,ENST00000533715,31,231,+
47826,47826,ENST00000563941,416,616,+
21715,21715,ENST00000265077,1208,1408,+
25831,25831,ENST00000418517,31,231,+
36662,36662,ENST00000536489,412,612,+
3859,3859,ENST00000648017,126,326,+
15412,15412,ENST00000500065,214,414,+
3958,3958,ENST00000615993,523,723,+
20319,20319,ENST00000652282,134,334,+
10282,10282,ENST00000263368,228,428,+
24866,24866,ENST00000373198,3982,4182,+
